urn:cts:TraveLab:Petachia:he:Benisch:token:16.10	:
urn:cts:TraveLab:Petachia:he:Benisch:token:17.1	וכך
urn:cts:TraveLab:Petachia:he:Benisch:token:17.2	נשבעין
urn:cts:TraveLab:Petachia:he:Benisch:token:17.3	אחד
urn:cts:TraveLab:Petachia:he:Benisch:token:17.4	מבני
urn:cts:TraveLab:Petachia:he:Benisch:token:17.5	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:17.6	לחבירו
urn:cts:TraveLab:Petachia:he:Benisch:token:17.7	:
urn:cts:TraveLab:Petachia:he:Benisch:token:18.1	נועץ
urn:cts:TraveLab:Petachia:he:Benisch:token:18.2	מחט
urn:cts:TraveLab:Petachia:he:Benisch:token:18.3	באצבעו
urn:cts:TraveLab:Petachia:he:Benisch:token:18.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:19.1	ונותן
urn:cts:TraveLab:Petachia:he:Benisch:token:19.2	לאותו
urn:cts:TraveLab:Petachia:he:Benisch:token:19.3	שיש
urn:cts:TraveLab:Petachia:he:Benisch:token:19.4	ללכת
urn:cts:TraveLab:Petachia:he:Benisch:token:19.5	עמו
urn:cts:TraveLab:Petachia:he:Benisch:token:19.6	בדרך
urn:cts:TraveLab:Petachia:he:Benisch:token:19.7	לבלוע
urn:cts:TraveLab:Petachia:he:Benisch:token:19.8	הדם
urn:cts:TraveLab:Petachia:he:Benisch:token:19.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:20.1	והוא
urn:cts:TraveLab:Petachia:he:Benisch:token:20.2	לו
urn:cts:TraveLab:Petachia:he:Benisch:token:20.3	כדמו
urn:cts:TraveLab:Petachia:he:Benisch:token:20.4	ובשרו
urn:cts:TraveLab:Petachia:he:Benisch:token:20.5	:
urn:cts:TraveLab:Petachia:he:Benisch:token:21.1	ועוד
urn:cts:TraveLab:Petachia:he:Benisch:token:21.2	שבועה
urn:cts:TraveLab:Petachia:he:Benisch:token:21.3	אחרת
urn:cts:TraveLab:Petachia:he:Benisch:token:21.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:22.1	הם
urn:cts:TraveLab:Petachia:he:Benisch:token:22.2	ממלאין
urn:cts:TraveLab:Petachia:he:Benisch:token:22.3	כלי
urn:cts:TraveLab:Petachia:he:Benisch:token:22.4	נחושת
urn:cts:TraveLab:Petachia:he:Benisch:token:22.5	של
urn:cts:TraveLab:Petachia:he:Benisch:token:22.6	מתכות
urn:cts:TraveLab:Petachia:he:Benisch:token:22.7	כמו
urn:cts:TraveLab:Petachia:he:Benisch:token:22.8	פרצוף
urn:cts:TraveLab:Petachia:he:Benisch:token:22.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:23.1	ושותין
urn:cts:TraveLab:Petachia:he:Benisch:token:23.2	שניהם
urn:cts:TraveLab:Petachia:he:Benisch:token:23.3	המתייר
urn:cts:TraveLab:Petachia:he:Benisch:token:23.4	וההולך
urn:cts:TraveLab:Petachia:he:Benisch:token:23.5	עמו
urn:cts:TraveLab:Petachia:he:Benisch:token:23.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:24.1	ולא
urn:cts:TraveLab:Petachia:he:Benisch:token:24.2	ישקר
urn:cts:TraveLab:Petachia:he:Benisch:token:24.3	לו
urn:cts:TraveLab:Petachia:he:Benisch:token:24.4	לעולם
urn:cts:TraveLab:Petachia:he:Benisch:token:24.5	:
urn:cts:TraveLab:Petachia:he:Benisch:token:25.1	ואין
urn:cts:TraveLab:Petachia:he:Benisch:token:25.2	להם
urn:cts:TraveLab:Petachia:he:Benisch:token:25.3	מלך
urn:cts:TraveLab:Petachia:he:Benisch:token:25.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:26.1	אלא
urn:cts:TraveLab:Petachia:he:Benisch:token:26.2	נשיאים
urn:cts:TraveLab:Petachia:he:Benisch:token:26.3	ומשפחות
urn:cts:TraveLab:Petachia:he:Benisch:token:26.4	:
urn:cts:TraveLab:Petachia:he:Benisch:token:27.1	ועבר
urn:cts:TraveLab:Petachia:he:Benisch:token:27.2	רבי
urn:cts:TraveLab:Petachia:he:Benisch:token:27.3	פתחיה
urn:cts:TraveLab:Petachia:he:Benisch:token:27.4	את
urn:cts:TraveLab:Petachia:he:Benisch:token:27.5	ארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:27.6	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:27.7	לרחבה
urn:cts:TraveLab:Petachia:he:Benisch:token:27.8	בששה
urn:cts:TraveLab:Petachia:he:Benisch:token:27.9	עשר
urn:cts:TraveLab:Petachia:he:Benisch:token:27.10	ימים
urn:cts:TraveLab:Petachia:he:Benisch:token:27.11	:
urn:cts:TraveLab:Petachia:he:Benisch:token:28.1	ויושבי
urn:cts:TraveLab:Petachia:he:Benisch:token:28.2	אוהלין
urn:cts:TraveLab:Petachia:he:Benisch:token:28.3	הם
urn:cts:TraveLab:Petachia:he:Benisch:token:28.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:29.1	והם
urn:cts:TraveLab:Petachia:he:Benisch:token:29.2	רואים
urn:cts:TraveLab:Petachia:he:Benisch:token:29.3	למרחוק
urn:cts:TraveLab:Petachia:he:Benisch:token:29.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:30.1	ועיניהם
urn:cts:TraveLab:Petachia:he:Benisch:token:30.2	יפים
urn:cts:TraveLab:Petachia:he:Benisch:token:30.3	.
urn:cts:TraveLab:Petachia:he:Benisch:token:31.1	מפני
urn:cts:TraveLab:Petachia:he:Benisch:token:31.2	שאינם
urn:cts:TraveLab:Petachia:he:Benisch:token:31.3	אוכלים
urn:cts:TraveLab:Petachia:he:Benisch:token:31.4	מלח
urn:cts:TraveLab:Petachia:he:Benisch:token:31.5	והונים
urn:cts:TraveLab:Petachia:he:Benisch:token:31.6	בעשבים
urn:cts:TraveLab:Petachia:he:Benisch:token:31.7	שנותנים
urn:cts:TraveLab:Petachia:he:Benisch:token:31.8	ריח
urn:cts:TraveLab:Petachia:he:Benisch:token:31.9	טוב
urn:cts:TraveLab:Petachia:he:Benisch:token:31.10	.
urn:cts:TraveLab:Petachia:he:Benisch:token:32.1	ובעלי
urn:cts:TraveLab:Petachia:he:Benisch:token:32.2	חצים
urn:cts:TraveLab:Petachia:he:Benisch:token:32.3	הם
urn:cts:TraveLab:Petachia:he:Benisch:token:32.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:33.1	ומורים
urn:cts:TraveLab:Petachia:he:Benisch:token:33.2	את
urn:cts:TraveLab:Petachia:he:Benisch:token:33.3	העוף
urn:cts:TraveLab:Petachia:he:Benisch:token:33.4	בהדי
urn:cts:TraveLab:Petachia:he:Benisch:token:33.5	דקא
urn:cts:TraveLab:Petachia:he:Benisch:token:33.6	פרח
urn:cts:TraveLab:Petachia:he:Benisch:token:33.7	.
urn:cts:TraveLab:Petachia:he:Benisch:token:34.1	ורואין
urn:cts:TraveLab:Petachia:he:Benisch:token:34.2	יותר
urn:cts:TraveLab:Petachia:he:Benisch:token:34.3	ממהלך
urn:cts:TraveLab:Petachia:he:Benisch:token:34.4	יום
urn:cts:TraveLab:Petachia:he:Benisch:token:34.5	ומכירין
urn:cts:TraveLab:Petachia:he:Benisch:token:34.6	ואין
urn:cts:TraveLab:Petachia:he:Benisch:token:34.7	להם
urn:cts:TraveLab:Petachia:he:Benisch:token:34.8	הרים
urn:cts:TraveLab:Petachia:he:Benisch:token:34.9	אלא
urn:cts:TraveLab:Petachia:he:Benisch:token:34.10	הכל
urn:cts:TraveLab:Petachia:he:Benisch:token:34.11	גיא
urn:cts:TraveLab:Petachia:he:Benisch:token:34.12	:
urn:cts:TraveLab:Petachia:he:Benisch:token:35.1	ומהלך
urn:cts:TraveLab:Petachia:he:Benisch:token:35.2	יום
urn:cts:TraveLab:Petachia:he:Benisch:token:35.3	אחר
urn:cts:TraveLab:Petachia:he:Benisch:token:35.4	ארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:35.5	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:35.6	הולך
urn:cts:TraveLab:Petachia:he:Benisch:token:35.7	לשון
urn:cts:TraveLab:Petachia:he:Benisch:token:35.8	ים
urn:cts:TraveLab:Petachia:he:Benisch:token:35.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:36.1	ומפסיק
urn:cts:TraveLab:Petachia:he:Benisch:token:36.2	בין
urn:cts:TraveLab:Petachia:he:Benisch:token:36.3	ארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:36.4	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:36.5	ובין
urn:cts:TraveLab:Petachia:he:Benisch:token:36.6	ארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:36.7	כזריא
urn:cts:TraveLab:Petachia:he:Benisch:token:36.8	:
urn:cts:TraveLab:Petachia:he:Benisch:token:37.1	ושם
urn:cts:TraveLab:Petachia:he:Benisch:token:37.2	מנהג
urn:cts:TraveLab:Petachia:he:Benisch:token:37.3	שהנשים
urn:cts:TraveLab:Petachia:he:Benisch:token:37.4	מספידות
urn:cts:TraveLab:Petachia:he:Benisch:token:37.5	ומיללות
urn:cts:TraveLab:Petachia:he:Benisch:token:37.6	כל
urn:cts:TraveLab:Petachia:he:Benisch:token:37.7	היום
urn:cts:TraveLab:Petachia:he:Benisch:token:37.8	וכל
urn:cts:TraveLab:Petachia:he:Benisch:token:37.9	הלילה
urn:cts:TraveLab:Petachia:he:Benisch:token:37.10	את
urn:cts:TraveLab:Petachia:he:Benisch:token:37.11	אבותיהן
urn:cts:TraveLab:Petachia:he:Benisch:token:37.12	שמתו
urn:cts:TraveLab:Petachia:he:Benisch:token:37.13	ואת
urn:cts:TraveLab:Petachia:he:Benisch:token:37.14	אמותיהן
urn:cts:TraveLab:Petachia:he:Benisch:token:37.15	.
urn:cts:TraveLab:Petachia:he:Benisch:token:38.1	וכן
urn:cts:TraveLab:Petachia:he:Benisch:token:38.2	עושין
urn:cts:TraveLab:Petachia:he:Benisch:token:38.3	עד
urn:cts:TraveLab:Petachia:he:Benisch:token:38.4	שימותו
urn:cts:TraveLab:Petachia:he:Benisch:token:38.5	מבניהם
urn:cts:TraveLab:Petachia:he:Benisch:token:38.6	או
urn:cts:TraveLab:Petachia:he:Benisch:token:38.7	מבנותיהם
urn:cts:TraveLab:Petachia:he:Benisch:token:38.8	או
urn:cts:TraveLab:Petachia:he:Benisch:token:38.9	מן
urn:cts:TraveLab:Petachia:he:Benisch:token:38.10	המשפחה
urn:cts:TraveLab:Petachia:he:Benisch:token:38.11	.
urn:cts:TraveLab:Petachia:he:Benisch:token:39.1	והאחרונים
urn:cts:TraveLab:Petachia:he:Benisch:token:39.2	מספידים
urn:cts:TraveLab:Petachia:he:Benisch:token:39.3	את
urn:cts:TraveLab:Petachia:he:Benisch:token:39.4	הראשונים
urn:cts:TraveLab:Petachia:he:Benisch:token:39.5	שמתו
urn:cts:TraveLab:Petachia:he:Benisch:token:39.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:40.1	ומלמדין
urn:cts:TraveLab:Petachia:he:Benisch:token:40.2	את
urn:cts:TraveLab:Petachia:he:Benisch:token:40.3	בנותיהן
urn:cts:TraveLab:Petachia:he:Benisch:token:40.4	קינה
urn:cts:TraveLab:Petachia:he:Benisch:token:40.5	.
urn:cts:TraveLab:Petachia:he:Benisch:token:41.1	ובלילה
urn:cts:TraveLab:Petachia:he:Benisch:token:41.2	מתאנחות
urn:cts:TraveLab:Petachia:he:Benisch:token:41.3	ומיללות
urn:cts:TraveLab:Petachia:he:Benisch:token:41.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:42.1	והכלבים
urn:cts:TraveLab:Petachia:he:Benisch:token:42.2	בוכין
urn:cts:TraveLab:Petachia:he:Benisch:token:42.3	וצועקין
urn:cts:TraveLab:Petachia:he:Benisch:token:42.4	לקולן
urn:cts:TraveLab:Petachia:he:Benisch:token:42.5	:
urn:cts:TraveLab:Petachia:he:Benisch:token:43.1	והלך
urn:cts:TraveLab:Petachia:he:Benisch:token:43.2	כשמונה
urn:cts:TraveLab:Petachia:he:Benisch:token:43.3	ימים
urn:cts:TraveLab:Petachia:he:Benisch:token:43.4	:
urn:cts:TraveLab:Petachia:he:Benisch:token:44.1	ובסוף
urn:cts:TraveLab:Petachia:he:Benisch:token:44.2	ארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:44.3	כזריא
urn:cts:TraveLab:Petachia:he:Benisch:token:44.4	שבעה
urn:cts:TraveLab:Petachia:he:Benisch:token:44.5	עשר
urn:cts:TraveLab:Petachia:he:Benisch:token:44.6	נהרות
urn:cts:TraveLab:Petachia:he:Benisch:token:44.7	יסובבונהו
urn:cts:TraveLab:Petachia:he:Benisch:token:44.8	ושם
urn:cts:TraveLab:Petachia:he:Benisch:token:44.9	מתקבצים
urn:cts:TraveLab:Petachia:he:Benisch:token:44.10	.
urn:cts:TraveLab:Petachia:he:Benisch:token:45.1	וכל
urn:cts:TraveLab:Petachia:he:Benisch:token:45.2	הרוצה
urn:cts:TraveLab:Petachia:he:Benisch:token:45.3	לילך
urn:cts:TraveLab:Petachia:he:Benisch:token:45.4	בספינה
urn:cts:TraveLab:Petachia:he:Benisch:token:45.5	למרחוק
urn:cts:TraveLab:Petachia:he:Benisch:token:45.6	יבא
urn:cts:TraveLab:Petachia:he:Benisch:token:45.7	שמה
urn:cts:TraveLab:Petachia:he:Benisch:token:45.8	:
urn:cts:TraveLab:Petachia:he:Benisch:token:46.1	ויש
urn:cts:TraveLab:Petachia:he:Benisch:token:46.2	שם
urn:cts:TraveLab:Petachia:he:Benisch:token:46.3	ים
urn:cts:TraveLab:Petachia:he:Benisch:token:46.4	שמעלה
urn:cts:TraveLab:Petachia:he:Benisch:token:46.5	סרחון
urn:cts:TraveLab:Petachia:he:Benisch:token:46.6	גדול
urn:cts:TraveLab:Petachia:he:Benisch:token:46.7	משם
urn:cts:TraveLab:Petachia:he:Benisch:token:46.8	לצד
urn:cts:TraveLab:Petachia:he:Benisch:token:46.9	אחד
urn:cts:TraveLab:Petachia:he:Benisch:token:46.10	,
urn:cts:TraveLab:Petachia:he:Benisch:token:46.11	ולצד
urn:cts:TraveLab:Petachia:he:Benisch:token:46.12	אחר
urn:cts:TraveLab:Petachia:he:Benisch:token:46.13	יש
urn:cts:TraveLab:Petachia:he:Benisch:token:46.14	שאינו
urn:cts:TraveLab:Petachia:he:Benisch:token:46.15	מסריח
urn:cts:TraveLab:Petachia:he:Benisch:token:46.16	.
urn:cts:TraveLab:Petachia:he:Benisch:token:47.1	והוא
urn:cts:TraveLab:Petachia:he:Benisch:token:47.2	כמהלך
urn:cts:TraveLab:Petachia:he:Benisch:token:47.3	יום
urn:cts:TraveLab:Petachia:he:Benisch:token:47.4	בין
urn:cts:TraveLab:Petachia:he:Benisch:token:47.5	שני
urn:cts:TraveLab:Petachia:he:Benisch:token:47.6	ימים
urn:cts:TraveLab:Petachia:he:Benisch:token:47.7	:
urn:cts:TraveLab:Petachia:he:Benisch:token:48.1	ואם
urn:cts:TraveLab:Petachia:he:Benisch:token:48.2	עבר
urn:cts:TraveLab:Petachia:he:Benisch:token:48.3	אדם
urn:cts:TraveLab:Petachia:he:Benisch:token:48.4	ים
urn:cts:TraveLab:Petachia:he:Benisch:token:48.5	של
urn:cts:TraveLab:Petachia:he:Benisch:token:48.6	סרחון
urn:cts:TraveLab:Petachia:he:Benisch:token:48.7	מיד
urn:cts:TraveLab:Petachia:he:Benisch:token:48.8	מת
urn:cts:TraveLab:Petachia:he:Benisch:token:48.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:49.1	וכשהרוח
urn:cts:TraveLab:Petachia:he:Benisch:token:49.2	בא
urn:cts:TraveLab:Petachia:he:Benisch:token:49.3	מים
urn:cts:TraveLab:Petachia:he:Benisch:token:49.4	שמסריח
urn:cts:TraveLab:Petachia:he:Benisch:token:49.5	לים
urn:cts:TraveLab:Petachia:he:Benisch:token:49.6	שאינו
urn:cts:TraveLab:Petachia:he:Benisch:token:49.7	מסריח
urn:cts:TraveLab:Petachia:he:Benisch:token:49.8	רבים
urn:cts:TraveLab:Petachia:he:Benisch:token:49.9	ימותו
urn:cts:TraveLab:Petachia:he:Benisch:token:49.10	.
urn:cts:TraveLab:Petachia:he:Benisch:token:50.1	ואין
urn:cts:TraveLab:Petachia:he:Benisch:token:50.2	הולכין
urn:cts:TraveLab:Petachia:he:Benisch:token:50.3	אלא
urn:cts:TraveLab:Petachia:he:Benisch:token:50.4	כשהרוח
urn:cts:TraveLab:Petachia:he:Benisch:token:50.5	נוטה
urn:cts:TraveLab:Petachia:he:Benisch:token:50.6	לצד
urn:cts:TraveLab:Petachia:he:Benisch:token:50.7	אחר
urn:cts:TraveLab:Petachia:he:Benisch:token:50.8	:
urn:cts:TraveLab:Petachia:he:Benisch:token:51.1	ועבר
urn:cts:TraveLab:Petachia:he:Benisch:token:51.2	רבי
urn:cts:TraveLab:Petachia:he:Benisch:token:51.3	פתחיה
urn:cts:TraveLab:Petachia:he:Benisch:token:51.4	בארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:51.5	תורגמה
urn:cts:TraveLab:Petachia:he:Benisch:token:51.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:52.1	ומשם
urn:cts:TraveLab:Petachia:he:Benisch:token:52.2	והלאה
urn:cts:TraveLab:Petachia:he:Benisch:token:52.3	מאמינים
urn:cts:TraveLab:Petachia:he:Benisch:token:52.4	כחוקת
urn:cts:TraveLab:Petachia:he:Benisch:token:52.5	מחמט
urn:cts:TraveLab:Petachia:he:Benisch:token:52.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:53.1	ומתוגרמה
urn:cts:TraveLab:Petachia:he:Benisch:token:53.2	נכנס
urn:cts:TraveLab:Petachia:he:Benisch:token:53.3	בארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:53.4	אררט
urn:cts:TraveLab:Petachia:he:Benisch:token:53.5	:
urn:cts:TraveLab:Petachia:he:Benisch:token:54.1	ובשמונה
urn:cts:TraveLab:Petachia:he:Benisch:token:54.2	ימים
urn:cts:TraveLab:Petachia:he:Benisch:token:54.3	הלך
urn:cts:TraveLab:Petachia:he:Benisch:token:54.4	עד
urn:cts:TraveLab:Petachia:he:Benisch:token:54.5	נציבין
urn:cts:TraveLab:Petachia:he:Benisch:token:54.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:55.1	ועזב
urn:cts:TraveLab:Petachia:he:Benisch:token:55.2	הרים
urn:cts:TraveLab:Petachia:he:Benisch:token:55.3	גבוהים
urn:cts:TraveLab:Petachia:he:Benisch:token:55.4	הרי
urn:cts:TraveLab:Petachia:he:Benisch:token:55.5	אררט
urn:cts:TraveLab:Petachia:he:Benisch:token:55.6	לימין
urn:cts:TraveLab:Petachia:he:Benisch:token:55.7	:
urn:cts:TraveLab:Petachia:he:Benisch:token:56.1	ובארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:56.2	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:56.3	אין
urn:cts:TraveLab:Petachia:he:Benisch:token:56.4	יהודים
urn:cts:TraveLab:Petachia:he:Benisch:token:56.5	.
urn:cts:TraveLab:Petachia:he:Benisch:token:57.1	ויש
